,address,areas,backyard,bathrooms,bedrooms,category,floor_if_condo,municipal,postalcode,price,year
222,"C-2024 rue Marie-Anne Est, Le Plateau-Mont-Royal, QC",1 067 ft² (99.13 m²),,1.0,3.0,Condominium,3.0,,H2H 1M4,435000,1930
223,"6724 rue Alma, Rosemont / La Petite Patrie, QC",1 450 ft² (134.71 m²),South,2.5,3.0,Condominium,1.0,,H2S 2W7,890000,2016
224,"401-425 rue Sainte-Hélène, Ville-Marie (Centre-Ville et Vieux Mtl), QC",545.73 ft² (50.70 m²),,1.0,1.0,Condominium,4.0,252800.0,H2Y 2K9,299000,2005
225,"1288 avenue des Canadiens-de-Montréal, Ville-Marie (Centre-Ville et Vieux Mtl), QC",901 ft² (83.71 m²),,2.0,2.0,Condominium,12.0,,H3B 3B3,599999,2016
226,"4900 boulevard de l'Assomption, Rosemont / La Petite Patrie, QC",777 ft² (72.19 m²),North-West,1.0,1.0,Condominium,1.0,284400.0,H1T 0A2,373000,2011
227,"709-1500 rue Basin, Griffintown, QC",996 ft² (92.53 m²),,1.0,2.0,Condominium,7.0,478000.0,H3C 0N3,600000,2014
228,"210-1070 rue de Bleury, Ville-Marie (Centre-Ville et Vieux Mtl), QC",1 018 ft² (94.58 m²),South-West,1.5,1.0,Condominium,2.0,,H2Z 1N3,698000,2012
229,"204-55 rue Molière, Villeray / St-Michel / Parc-Extension, QC",66 m² (710.42 ft²),,1.0,1.0,Condominium,2.0,223900.0,H2R 1N7,285000,1960
230,"108-1550 boulevard Henri-Bourassa Ouest, Ahuntsic / Cartierville, QC",73 m² (785.77 ft²),East,1.0,2.0,Condominium,1.0,,H3M 3G4,215000,2005
231,"403-16065 rue Eugénie-Tessier, Pointe-Aux-Trembles / Montréal-Est, QC",1 016 ft² (94.39 m²),North-West,1.0,3.0,Condominium,3.0,204600.0,H1A 0A2,172000,2005
232,"101-122 boulevard Hymus, Pointe-Claire, QC",948 ft² (88.07 m²),,2.0,2.0,Condominium,1.0,307300.0,H9R 1E8,339000,2015
233,"5413 rue Gabriele-Frascadore, Mercier / Hochelaga / Maisonneuve, QC",4.09x22 173 m (13.42x72 746.06 ft),North-West,1.5,3.0,Condominium,,,H1K 0J1,348500,2012
234,"310B-2118 rue Saint-Dominique, Ville-Marie (Centre-Ville et Vieux Mtl), QC",574 ft² (53.33 m²),,1.0,1.0,Condominium,3.0,270000.0,H2X 2X3,283000,2014
235,"3110-1288 avenue des Canadiens-de-Montréal, Ville-Marie (Centre-Ville et Vieux Mtl), QC",45.2 m² (486.53 ft²),South-West,1.0,1.0,Condominium,31.0,423000.0,H3B 3B3,495000,2016
236,"119-8 rue Gary-Carter, Villeray / St-Michel / Parc-Extension, QC",906.5 ft² (84.22 m²),East,2.0,2.0,Condominium,1.0,,H2R 0A8,599000,2015
237,"2B-10685 avenue de Lorimier, Ahuntsic / Cartierville, QC",1 054 ft² (97.92 m²),South-West,1.0,2.0,Condominium,2.0,,H2B 2J4,275000,2003
238,"606-6500 boulevard Henri-Bourassa Ouest, Saint-Laurent, QC",650 ft² (60.39 m²),,1.0,1.0,Condominium,6.0,215800.0,H4R 0G6,274000,2013
239,"4-5720 rue Laurendeau, Le Sud-Ouest, QC",884 ft² (82.13 m²),South,1.0,2.0,Condominium,1.0,230300.0,H4E 3W7,279000,2007
240,"211-3990 rue Jarry Est, Villeray / St-Michel / Parc-Extension, QC",686 ft² (63.73 m²),,1.0,2.0,Condominium,2.0,217500.0,H1Z 0A5,214000,2012
241,"701-4530 rue Clark, Le Plateau-Mont-Royal, QC",900 ft² (83.61 m²),,1.0,2.0,Condominium,7.0,370200.0,H2T 2T4,425000,2001
242,"1-2083 rue Beaudry, Ville-Marie (Centre-Ville et Vieux Mtl), QC",685 ft² (63.64 m²),North-East,1.0,2.0,Condominium,,225900.0,H2L 3G4,264000,1933
243,"7-13520 rue Sherbrooke Est, Pointe-Aux-Trembles / Montréal-Est, QC",953 ft² (88.54 m²),,1.0,3.0,Condominium,3.0,,H1A 4L6,169500,1983
244,"317-363 rue Saint-Hubert, Ville-Marie (Centre-Ville et Vieux Mtl), QC",102 m² (1 097.92 ft²),,2.0,2.0,Condominium,3.0,,H2L 0A8,610000,2007
245,"7-600 rue Osborne, Verdun, QC",613 ft² (56.95 m²),,1.0,1.0,Condominium,2.0,,H4H 1X2,257000,1925
246,"103-4601 rue Messier, Le Plateau-Mont-Royal, QC",881 ft² (81.85 m²),West,1.0,1.0,Condominium,1.0,352900.0,H2H 2J2,429900,2012
247,"805-370 rue Saint-André, Ville-Marie (Centre-Ville et Vieux Mtl), QC","1,017 ft² (94.48 m²)",,1.5,2.0,Condominium,8.0,,H2L 0C4,629000,2011
248,"6929 rue Marie-Guyart, LaSalle, QC","1,129.17 ft² (104.90 m²)",,1.5,3.0,Condominium,1.0,,H8N 3G9,399000,2003
249,"4452 rue d'Iberville, Le Plateau-Mont-Royal, QC",868 ft² (80.64 m²),South-West,1.0,3.0,Condominium,1.0,,H2H 2L8,459000,2008
250,"12054 avenue Savard, Montréal-Nord, QC",1 015 ft² (94.30 m²),South-East,1.0,2.0,Condominium,1.0,216500.0,H1H 3N2,269000,1987
251,"4345 rue Joliette, Rosemont / La Petite Patrie, QC",945 ft² (87.79 m²),West,1.0,2.0,Condominium,,213800.0,H1X 3L8,274000,1988
252,"1218-4959 rue Jean Talon Ouest, Côte-des-Neiges / Notre-Dame-de-Grâce, QC","1,515 ft² (140.75 m²)",,2.0,3.0,Condominium,12.0,,H4P 0B8,809000,2018
253,"114-219 rue Maria, Le Sud-Ouest, QC",53.2 m² (572.64 ft²),,1.0,1.0,Condominium,1.0,234900.0,H4C 0B5,289900,2012
254,"1105 rue Alexander-C.-Hutchison, Pointe-Aux-Trembles / Montréal-Est, QC",1 164 ft² (108.14 m²),,1.5,2.0,Condominium,1.0,,H1A 5N2,175000,1995
255,"439 rue Saint-Claude, Ville-Marie (Centre-Ville et Vieux Mtl), QC",1 007 ft² (93.55 m²),North-East,1.0,2.0,Condominium,,,H2Y 3B6,499000,1997
256,"703-1375 rue Basin, Griffintown, QC",739 ft² (68.66 m²),South,1.0,2.0,Condominium,7.0,,H3C 1W3,479500,2017
257,"8781 rue Saint-Denis, Ahuntsic / Cartierville, QC",1 227.1 ft² (114.00 m²),South,1.0,2.0,Condominium,,,H2M 1N3,287000,1951
258,"213-19500 rue du Sulky, Pierrefonds / Roxboro, QC",561 ft² (52.12 m²),West,1.0,1.0,Condominium,2.0,,H9K 0A5,219995,2015
259,"204-300 rue Desmarteau, Mercier / Hochelaga / Maisonneuve, QC",1 007 ft² (93.55 m²),,1.0,2.0,Condominium,1.0,,H1L 3S4,416500,2010
260,"2-5192 avenue Henri-Julien, Le Plateau-Mont-Royal, QC",885 ft² (82.22 m²),,1.0,2.0,Condominium,1.0,,H2T 2E5,339000,1998
261,"1-659 terrasse du Ruisseau, Lachine, QC",704 ft² (65.40 m²),East,1.0,1.0,Condominium,,154533.0,H8T 3L6,198500,1988
262,"5410 rue Gabrielle-Frascadore, Mercier / Hochelaga / Maisonneuve, QC",675 ft² (62.71 m²),,1.0,1.0,Condominium,,175000.0,H1K 0H9,175000,2011
263,"5651 place de Jumonville, Rosemont / La Petite Patrie, QC",1 200 ft² (111.48 m²),,2.0,3.0,Condominium,,,H1M 3W1,412000,1984
264,"202-2960 rue Saint-Patrick, Le Sud-Ouest, QC",1 120 ft² (104.05 m²),South,1.0,2.0,Condominium,2.0,390000.0,H3K 3H6,497500,2002
265,"405-8520 rue Raymond-Pelletier, Ahuntsic / Cartierville, QC",1 212 ft² (112.60 m²),North-West,2.0,3.0,Condominium,4.0,380600.0,H2M 0A4,429000,2008
266,"101-250 chemin de la Pointe-Sud, L'Ile Des Soeurs, QC",1 066 ft² (99.03 m²),South,1.5,1.0,Condominium,1.0,,H3E 0A8,564900,2009
267,"1212-1150 rue Saint-Denis, Ville-Marie (Centre-Ville et Vieux Mtl), QC",625 ft² (58.06 m²),,1.0,1.0,Condominium,12.0,,H2X 0B3,354000,2013
268,"710-100 rue André-Prévost, L'Ile Des Soeurs, QC",1 078 ft² (100.15 m²),South-West,2.0,2.0,Condominium,7.0,425600.0,H3E 0C3,549000,2014
269,"112-2190 rue Préfontaine, Mercier / Hochelaga / Maisonneuve, QC",863 ft² (80.18 m²),East,1.5,1.0,Condominium,1.0,,H1W 2P3,314999,2013
270,"301-6505 rue Fabre, Rosemont / La Petite Patrie, QC",753 ft² (69.96 m²),,1.5,1.0,Condominium,3.0,306900.0,H2G 2Z4,337000,2005
271,"1013-3535 avenue Papineau, Le Plateau-Mont-Royal, QC",1 238 ft² (115.01 m²),,2.0,3.0,Condominium,10.0,459000.0,H2K 4J9,538000,1973
272,"1158-10650 place de l'Acadie, Ahuntsic / Cartierville, QC",852 ft² (79.15 m²),,1.0,2.0,Condominium,11.0,259100.0,H4N 0B6,285000,2012
273,"425-111 chemin de la Pointe-Nord, L'Ile Des Soeurs, QC",1 055 ft² (98.01 m²),,2.0,2.0,Condominium,4.0,,H3E 0B3,459000,2011
274,"509-7501 avenue Mountain Sights, Côte-des-Neiges / Notre-Dame-de-Grâce, QC",65.3 m² (702.88 ft²),,1.0,1.0,Condominium,5.0,310000.0,H4P 0A8,344000,2011
275,"15883 rue Victoria, Pointe-Aux-Trembles / Montréal-Est, QC",84 m² (904.17 ft²),North-East,1.0,2.0,Condominium,2.0,147000.0,H1A 5P1,165000,1996
276,"2203-10800 avenue Millen, Ahuntsic / Cartierville, QC",825 ft² (76.65 m²),South-East,1.0,1.0,Condominium,2.0,253300.0,H2C 0A3,339000,2012
277,"2-7600 18e Avenue, Villeray / St-Michel / Parc-Extension, QC",533 ft² (49.52 m²),North-East,1.0,1.0,Condominium,,,H2A 2N2,150000,2010
278,"710-88 rue Charlotte, Ville-Marie (Centre-Ville et Vieux Mtl), QC",749 ft² (69.58 m²),,1.0,1.0,Condominium,7.0,,H2X 4E2,400000,2005
279,"3520 rue de Bordeaux, Le Plateau-Mont-Royal, QC",982 ft² (91.23 m²),West,1.0,3.0,Condominium,1.0,,H2K 3Z3,465000,1922
280,"305-3020 rue du Trianon, Mercier / Hochelaga / Maisonneuve, QC",86.5 m² (931.08 ft²),West,1.0,2.0,Condominium,3.0,243500.0,H1N 0A1,258500,2006
281,"108-5200 boulevard des Sources, Pierrefonds / Roxboro, QC",658.75 ft² (61.20 m²),,1.0,1.0,Condominium,1.0,184300.0,H8Z 3M4,197000,2004
282,"301-760 chemin Marie le Ber, L'Ile Des Soeurs, QC",600 ft² (55.74 m²),,1.0,1.0,Condominium,3.0,,H3E 1W6,221900,1994
283,"107-10332 rue Paul-Comtois, Ahuntsic / Cartierville, QC",874 ft² (81.20 m²),South-West,1.0,2.0,Condominium,1.0,,H4N 3B5,218000,1988
284,"106-2200 rue Harriet-Quimby, Saint-Laurent, QC",906 ft² (84.17 m²),South-East,1.0,2.0,Condominium,1.0,394200.0,H4R 0L2,424900,2014
285,"8892 boulevard Perras, Rivière des Prairies, QC",896 ft² (83.24 m²),South,1.0,2.0,Condominium,3.0,197200.0,H1E 5X7,229900,2008
286,"302-1625 rue Clark, Ville-Marie (Centre-Ville et Vieux Mtl), QC",1 230 ft² (114.27 m²),,2.0,2.0,Condominium,3.0,,H2X 2R4,577000,2010
287,"6-484 avenue Mousseau-Vermette, Dorval / L'Île Dorval, QC","1,210 ft² (112.41 m²)",,1.5,2.0,Condominium,3.0,319500.0,H9S 0A7,374900,2011
288,"303-5251 rue Riviera, Pierrefonds / Roxboro, QC",977 ft² (90.77 m²),,1.0,2.0,Condominium,3.0,206700.0,H8Z 3H7,225000,1988
289,"607-3581 boulevard Gouin Est, Montréal-Nord, QC",830 ft² (77.11 m²),North,1.5,1.0,Condominium,6.0,246800.0,H1H 0A1,237000,2007
290,"4-12330 rue René-Chopin, Rivière des Prairies, QC",94.1 m² (1 012.88 ft²),West,1.0,2.0,Condominium,2.0,187000.0,H1E 7E5,230300,1991
291,"6-431 21e Avenue, Lachine, QC",73.3 m² (788.99 ft²),,1.0,2.0,Condominium,2.0,,H8S 0A4,249900,2009
292,"613-760 chemin Marie-Le Ber, L'Ile Des Soeurs, QC",927 ft² (86.12 m²),,1.0,1.0,Condominium,6.0,,H3E 1W6,325000,1995
293,"608-795 chemin du Bord-du-Lac Lakeshore, Dorval / L'Île Dorval, QC",936.5 ft² (87.00 m²),,2.0,1.0,Condominium,6.0,,H9S 0A8,398500,2010
294,"215-2600 place Chassé, Rosemont / La Petite Patrie, QC",1 140 ft² (105.91 m²),,2.0,3.0,Condominium,2.0,,H1Y 0A9,443900,2014
295,"906-4755 boulevard Métropolitaine Est, Saint-Léonard, QC",1 196 ft² (111.11 m²),,2.0,2.0,Condominium,9.0,,H1R 0C2,424600,2014
296,"16106 rue Forsyth, Pointe-Aux-Trembles / Montréal-Est, QC",920 ft² (85.47 m²),,1.0,2.0,Condominium,3.0,192900.0,H1A 5S9,185000,2002
297,"304-6715 boulevard Maurice-Duplessis, Montréal-Nord, QC",703 ft² (65.31 m²),South,1.5,1.0,Condominium,3.0,164767.0,H1G 1Z5,178000,2012
298,"2-4820 rue Hochelaga, Mercier / Hochelaga / Maisonneuve, QC","93.8 m² (1,009.65 ft²)",South-East,1.5,3.0,Condominium,1.0,262000.0,H1V 3V7,332500,2001
299,"4147 avenue des Érables, Le Plateau-Mont-Royal, QC",1 032 ft² (95.88 m²),,1.0,2.0,Condominium,1.0,,H2K 3V7,425000,2012
300,"107-975 boulevard de la Côte-Vertu, Saint-Laurent, QC",54 m² (581.25 ft²),West,1.0,1.0,Condominium,1.0,173600.0,H4L 1Y7,205000,2011
301,"2228 rue Cartier, Ville-Marie (Centre-Ville et Vieux Mtl), QC",863 ft² (80.18 m²),South-West,1.0,2.0,Condominium,2.0,,H2K 4E8,325000,2003
302,"5497 avenue Coolbrook, Côte-des-Neiges / Notre-Dame-de-Grâce, QC",1 224 ft² (113.71 m²),,2.0,3.0,Condominium,2.0,,H3X 2L3,412000,1925
303,"7-2025 avenue de la Salle, Mercier / Hochelaga / Maisonneuve, QC",2 165 ft² (201.14 m²),,1.5,1.0,Condominium,2.0,529200.0,H1V 2K6,599000,2001
304,"104-2375 avenue Ekers, Mont-Royal, QC",1 350 ft² (125.42 m²),,2.0,3.0,Condominium,,,H3S 1C6,549000,2011
305,"304-12675 avenue Fernand-Gauthier, Rivière des Prairies, QC",948 ft² (88.07 m²),,1.0,2.0,Condominium,3.0,,H1E 2X2,189900,2005
306,"8593 rue Foucher, Villeray / St-Michel / Parc-Extension, QC",1 540 ft² (143.07 m²),South-West,1.5,3.0,Condominium,1.0,,H2P 2C3,600000,1930
307,"1603 avenue Bourbonniere, Mercier / Hochelaga / Maisonneuve, QC",772 ft² (71.72 m²),,1.0,2.0,Condominium,2.0,198400.0,H1W 3N5,229777,1908
308,"533-2000 rue Basin, Griffintown, QC",603.87 ft² (56.10 m²),,1.0,1.0,Condominium,5.0,,H3J 0B6,330000,2018
309,"503-4260 rue de Rouen, Mercier / Hochelaga / Maisonneuve, QC",1 206 ft² (112.04 m²),South,2.0,2.0,Condominium,5.0,435600.0,H1V 1G9,499000,2013
310,"4-227 boulevard Bouchard, Dorval / L'Île Dorval, QC",956 ft² (88.82 m²),,1.0,2.0,Condominium,2.0,,H9S 1A9,317000,2015
311,"301-100 rue Berlioz, L'Ile Des Soeurs, QC",76 m² (818.06 ft²),,1.0,1.0,Condominium,3.0,,H3E 1N4,349900,1987
312,"4-14540 rue Sherbrooke Est, Pointe-Aux-Trembles / Montréal-Est, QC",1 288 ft² (119.66 m²),South-East,1.5,2.0,Condominium,2.0,,H1A 5T8,234000,2003
313,"304-5151 boulevard Léger, Montréal-Nord, QC",453 ft² (42.09 m²),North-East,1.0,1.0,Condominium,3.0,153000.0,H1G 1J9,133000,2011
314,"302-14421 rue Harry-Worth, Pierrefonds / Roxboro, QC",1 190 ft² (110.55 m²),North-West,2.0,2.0,Condominium,3.0,,H9H 5N1,336000,2006
315,"5-6870 25e Avenue, Rosemont / La Petite Patrie, QC","1,170 ft² (108.70 m²)",,1.0,3.0,Condominium,2.0,,H1T 3L9,389000,2010
316,"3-8881 boulevard des Galeries d'Anjou, Anjou, QC",942 ft² (87.51 m²),,1.0,2.0,Condominium,2.0,,H1J 1X1,234900,1986
317,"802-7200 avenue M.-B.-Jodoin, Anjou, QC",950 ft² (88.26 m²),South,1.0,2.0,Condominium,8.0,220900.0,H1J 2R4,219000,1987
318,"3-5976 2e Avenue, Rosemont / La Petite Patrie, QC",2 250 ft² (209.03 m²),,2.0,3.0,Condominium,2.0,,H1Y 2Y9,849000,2010
319,"302-11015 boulevard Cavendish, Saint-Laurent, QC",1 015 ft² (94.30 m²),,1.5,2.0,Condominium,3.0,243300.0,H4R 2H5,279000,1982
320,"301-4620 rue Fullum, Le Plateau-Mont-Royal, QC",953 ft² (88.54 m²),South-West,1.0,2.0,Condominium,3.0,,H2H 2S1,455000,2012
321,"1302-6900 boulevard Gouin Est, Montréal-Nord, QC",1 304 ft² (121.15 m²),North-West,2.0,3.0,Condominium,13.0,315900.0,H1G 6L9,299900,1982
322,"415-3625 rue Jean-Gascon, Saint-Laurent, QC",1 217.4 ft² (113.10 m²),,2.0,3.0,Condominium,4.0,,H4R 0K6,498000,2014
323,"9407 rue de Grosbois, Mercier / Hochelaga / Maisonneuve, QC",966 ft² (89.74 m²),,1.0,2.0,Condominium,2.0,,H1K 0E1,264000,2010
324,"107-6900 boulevard Gouin Est, Montréal-Nord, QC",1 240 ft² (115.20 m²),South-East,2.0,3.0,Condominium,1.0,,H1G 6L9,325000,1982
325,", Mercier / Hochelaga / Maisonneuve, QC",951 ft² (88.35 m²),West,1.0,2.0,Condominium,2.0,247000.0,,nformation provided by the seller,2012
326,"3963 rue Drolet, Le Plateau-Mont-Royal, QC","1,275 ft² (118.45 m²)",East,2.0,2.0,Condominium,2.0,,H2W 2L3,575000,2006
327,"5336 13e Avenue, Rosemont / La Petite Patrie, QC","1,200 ft² (111.48 m²)",,1.5,2.0,Condominium,2.0,272000.0,H1X 2X8,342000,1994
328,"903-4500 chemin de la Côte-des-Neiges, Côte-des-Neiges / Notre-Dame-de-Grâce, QC",1 220 ft² (113.34 m²),,2.0,2.0,Condominium,9.0,612500.0,H3V 0A1,750000,2012
329,"506-230 rue Sherbrooke Est, Ville-Marie (Centre-Ville et Vieux Mtl), QC",750 ft² (69.68 m²),South,1.5,1.0,Condominium,5.0,,H2X 1E1,425000,1900
330,"102-2365 rue des Carrières, Rosemont / La Petite Patrie, QC",652 ft² (60.57 m²),,1.0,1.0,Condominium,1.0,,H2G 1X6,279000,2014
331,"2816-1288 avenue des Canadiens-de-Montréal, Ville-Marie (Centre-Ville et Vieux Mtl), QC",504 ft² (46.82 m²),,1.0,1.0,Condominium,28.0,,H3B 2S2,428000,2016
332,"2311 avenue Madison, Côte-des-Neiges / Notre-Dame-de-Grâce, QC",98.6 m² (1 061.32 ft²),South-West,1.5,2.0,Condominium,3.0,795933.0,H4B 2T5,469000,1928
333,"207-5363 rue Saint-Denis, Le Plateau-Mont-Royal, QC",691 ft² (64.20 m²),,1.0,1.0,Condominium,2.0,223233.0,H2J 0A8,264900,2013
334,"302-1295 boulevard du Tricentenaire, Pointe-Aux-Trembles / Montréal-Est, QC",979 ft² (90.95 m²),,1.0,2.0,Condominium,3.0,,H1B 3A9,174900,1984
335,"1-813 rue Gameroff, Lachine, QC",1 048 ft² (97.36 m²),,1.0,2.0,Condominium,1.0,,H8T 3R7,359000,2006
336,"103-1600 rue Robert-Charbonneau, Ahuntsic / Cartierville, QC",82.8 m² (891.25 ft²),South,1.0,2.0,Condominium,1.0,190100.0,H4N 2Y1,216000,1983
337,"4220A rue de Mentana, Le Plateau-Mont-Royal, QC",900 ft² (83.61 m²),South-West,1.0,2.0,Condominium,2.0,384767.0,H2J 3B2,419000,1980
338,"9970 rue Saint-Patrick, LaSalle, QC",1 050 ft² (97.55 m²),,1.0,2.0,Condominium,,234000.0,H8R 1S3,275000,1999
339,"1010 rue Thierry, LaSalle, QC","1,675 ft² (155.61 m²)",West,2.0,3.0,Condominium,1.0,,H8N 2Y6,420000,1993
340,"201-9387 rue Hochelaga, Mercier / Hochelaga / Maisonneuve, QC",1 067 ft² (99.13 m²),,1.0,3.0,Condominium,2.0,294900.0,H1L 2P7,274000,2011
341,"1102-7705 rue du Mans, Saint-Léonard, QC",90 m² (968.75 ft²),North-East,1.0,2.0,Condominium,11.0,,H1S 2A2,300000,2008
342,"504-740 boulevard Montpellier, Saint-Laurent, QC",950 ft² (88.26 m²),North-West,1.0,2.0,Condominium,5.0,221000.0,H4L 5B1,244000,1977
343,"611-1500 rue Basin, Griffintown, QC",661 ft² (61.41 m²),South-West,1.0,1.0,Condominium,6.0,,H3C 0N3,359000,2014
344,"705-6851 boulevard des Roseraies, Anjou, QC",1 308 ft² (121.52 m²),East,1.5,3.0,Condominium,7.0,,H1M 3N3,319000,1989
345,"102-9640 rue William-Fleming, LaSalle, QC",923 ft² (85.75 m²),South,2.0,2.0,Condominium,1.0,,H8R 0C4,332000,2016
346,"3526 avenue de Lorimier, Le Plateau-Mont-Royal, QC",1 430 ft² (132.85 m²),South-West,1.0,3.0,Condominium,3.0,,H2K 3X6,599000,1922
347,"105-6900 boulevard Gouin Est, Montréal-Nord, QC",1 075 ft² (99.87 m²),North-East,1.0,2.0,Condominium,1.0,260600.0,H1G 6L9,254900,1982
348,"1006-2000 rue Drummond, Ville-Marie (Centre-Ville et Vieux Mtl), QC",1 125 ft² (104.52 m²),,2.0,2.0,Condominium,10.0,733800.0,H3G 2X1,790000,2006
349,"215-2335 avenue Bennett, Mercier / Hochelaga / Maisonneuve, QC",538.19 ft² (50.00 m²),,1.5,1.0,Condominium,2.0,,H1V 2T6,238000,2014
350,"B6-925 croissant du Ruisseau, Saint-Laurent, QC",1 163 ft² (108.05 m²),,1.0,2.0,Condominium,6.0,,H4L 5C5,379900,1985
351,"R5-2502 rue Bossuet, Mercier / Hochelaga / Maisonneuve, QC",66.8 m² (719.03 ft²),West,1.0,1.0,Condominium,,160300.0,H1N 2S4,177000,2004
352,"102-6746 29e avenue, Rosemont / La Petite Patrie, QC",816 ft² (75.81 m²),,1.0,2.0,Condominium,1.0,,H1T 3H6,284900,2014
353,"1507-6900 boulevard Gouin Est, Montréal-Nord, QC",1 238 ft² (115.01 m²),South-East,1.0,2.0,Condominium,15.0,300200.0,H1G 6L9,299000,1982
354,"A-1028 rue Thierry, LaSalle, QC",751 ft² (69.77 m²),,1.0,1.0,Condominium,1.0,159733.0,H8N 2Y6,182000,1993
355,"324 avenue Prince-Albert, Westmount, QC",2 400 ft² (222.97 m²),South-West,3.0,5.0,Condominium,1.0,,H3Z 2N8,1299000,1905
356,"705-6995 boulevard Gouin Est, Montréal-Nord, QC",983 ft² (91.32 m²),North-East,1.0,2.0,Condominium,7.0,,H1G 6L1,239900,1981
357,"9-1259 rue Joseph-Janot, Pointe-Aux-Trembles / Montréal-Est, QC",822.04 ft² (76.37 m²),,1.5,2.0,Condominium,2.0,,H1A 4Y7,169000,1987
358,"104-3300 boulevard Cavendish, Côte-des-Neiges / Notre-Dame-de-Grâce, QC",637 ft² (59.18 m²),South,1.0,1.0,Condominium,1.0,,H4B 2M8,229000,2013
359,"415-9433 rue Hochelaga, Mercier / Hochelaga / Maisonneuve, QC",1 022.57 ft² (95.00 m²),,1.0,3.0,Condominium,3.0,,H1L 2P7,280000,2015
360,"307-5 rue Dante, Rosemont / La Petite Patrie, QC","1,140 ft² (105.91 m²)",,2.0,1.0,Condominium,3.0,,H2S 1J6,675000,2014
361,"8-1941 avenue de Lorimier, Ville-Marie (Centre-Ville et Vieux Mtl), QC",86 m² (925.70 ft²),South-East,1.0,2.0,Condominium,3.0,,H2K 3W8,399000,2005
362,"379 rue du Square-Sir-George-Étienne-Cartier, Le Sud-Ouest, QC","1,250 ft² (116.13 m²)",,1.0,2.0,Condominium,2.0,,H4C 3A3,685000,1910
363,"205-6565 rue Collins, Côte-St-Luc / Hampstead / Montréal-Ouest, QC",113.8 m² (1 224.93 ft²),South-West,2.0,2.0,Condominium,2.0,,H4W 3H3,317000,1989
364,"205-6565 rue Collins, Côte-St-Luc / Hampstead / Montréal-Ouest, QC",113.8 m² (1 224.93 ft²),South-West,2.0,2.0,Condominium,2.0,,H4W 3H3,317000,1989
365,"10292 rue André-Jobin, Ahuntsic / Cartierville, QC",916 ft² (85.10 m²),,1.0,2.0,Condominium,1.0,,H2B 2V8,303900,2002
366,"148-2530 place Michel-Brault, Rosemont / La Petite Patrie, QC",1 097 ft² (101.91 m²),South-East,2.0,3.0,Condominium,,478800.0,H1Y 0B6,538000,2015
367,"509-10011 boulevard Pie IX, Montréal-Nord, QC",64.4 m² (693.20 ft²),South-East,1.0,1.0,Condominium,5.0,,H1H 0A8,170000,2013
368,"2310-3535 avenue Papineau, Le Plateau-Mont-Royal, QC",1 280 ft² (118.92 m²),,1.0,2.0,Condominium,23.0,,H2K 4J9,450000,1973
369,"15991 rue Forsyth, Pointe-Aux-Trembles / Montréal-Est, QC",754.12 ft² (70.06 m²),East,1.5,1.0,Condominium,,112000.0,H1A 5M3,124900,1995
370,"316-5661 avenue de Chateaubriand, Rosemont / La Petite Patrie, QC",1 098 ft² (102.01 m²),,2.0,3.0,Condominium,3.0,,H2S 0B6,535000,2011
371,"405-420 19e Avenue, Lachine, QC",775 ft² (72.00 m²),,1.0,1.0,Condominium,4.0,212800.0,H8S 3S2,240000,2015
372,"561 rue de la Métairie, L'Ile Des Soeurs, QC",95.3 m² (1 025.80 ft²),South,1.0,2.0,Condominium,1.0,,H3E 1S4,378900,1988
373,"3101-1288 avenue des Canadiens-de-Montréal, Ville-Marie (Centre-Ville et Vieux Mtl), QC",889 ft² (82.59 m²),,2.0,2.0,Condominium,31.0,615500.0,H3B 3B3,675000,2016
374,"709-4500 chemin de la Côte-des-Neiges, Côte-des-Neiges / Notre-Dame-de-Grâce, QC",537.12 ft² (49.90 m²),,1.0,1.0,Condominium,7.0,,H3V 0A1,355000,2012
375,"336-A rue Baldwin, Mercier / Hochelaga / Maisonneuve, QC",775 ft² (72.00 m²),South,1.0,1.0,Condominium,,,H1L 5A3,196000,2014
376,"2230 avenue du Mont-Royal Est, Le Plateau-Mont-Royal, QC",1 700 ft² (157.94 m²),,2.5,2.0,Condominium,3.0,,H2H 1K4,669000,1924
377,"101-1554 rue Viel, Ahuntsic / Cartierville, QC",850 ft² (78.97 m²),,1.0,1.0,Condominium,2.0,,H3M 1G5,229900,1988
378,"002-5435 rue Saint-Denis, Le Plateau-Mont-Royal, QC",62.8 m² (675.97 ft²),East,1.0,2.0,Condominium,1.0,,H2J 4B7,299900,2011
379,"2-2057 53e Avenue, Pointe-Aux-Trembles / Montréal-Est, QC",1 055 ft² (98.01 m²),North-East,1.0,2.0,Condominium,2.0,191100.0,H1A 2V3,192500,2007
380,"107-6851 boulevard des Roseraies, Anjou, QC",61.9 m² (666.29 ft²),,1.0,1.0,Condominium,1.0,153033.0,H1M 3N3,169500,1989
381,"111-350 rue Éléanor, Griffintown, QC",1 293.82 ft² (120.20 m²),,2.5,3.0,Condominium,,,H3C 0T5,645000,2018
382,"16253 boulevard Gouin Ouest, L'île-Bizard / Sainte-Geneviève, QC","1,148 ft² (106.65 m²)",East,1.0,2.0,Condominium,1.0,252000.0,H9H 1E2,299999,2011
383,"419-7020 rue Allard, LaSalle, QC",841 ft² (78.13 m²),North-West,1.0,2.0,Condominium,4.0,,H8N 0C5,350000,2014
